repository_name	24pullrequests	Akavache	Archimedes	DownmarkerWPF	FRISCjs	Freezer	Hammer	JBDeviceOwner	LaHermosaVida	Lagrangian	MMMarkdown	MahApps.Metro	Mantle	ModernHttpClient	ObjectiveHaskell	RXCollections	ReactiveCocoa	ReactiveCocoaLayout	ReactiveUI	Rebel	Reducers	RestSharp	SeeGit	Shimmer	SpinKit	Twitter-Mentions-as-Comments	WP-Document-Revisions	WP-Resume	YouAreDaChef	ZeroClipboard	ace	advanced_js	android	apm	asciidag	asciidoctor	atom	atom-keymap	backbone-nested	bbqsql	benbalter.github.com	better_errors	biscotto	boom	bootstrap	bootstrap-expo	boxen	bracket-matcher	braythwayt.com	brightray	camo	cassanity	charlock_holmes	chef-logstash	choosealicense.com	cifrado	cloud9	cloud9ide-documentation	cocoa-clojure	code-guide	code52.github.com	contestrus	createsend-java	createsend-php	createsend-python	createsend-ruby	csgtool	curriculum	d3-tip	danishkhan.github.com	developer.github.com	discourse	dmca	do	docs	documentalist	dot-files	dotenv	dotfiles	dotjs	emacs.d	emoji	escape_utils	evaluator	event-app	eventmachine	execjs	faraday	faraday_middleware	feedback	find-and-replace	first-mate	fleet	flipper	fog	folsom	fooforge.github.com	fu2	gemoji	geo_pattern	gh	gifs	git	git-imerge	git-it	git-multimail	git-tfs	github-auth	github-gmail	github-ldap	github-notifications	github-services	gitignore	gitscm-next	gman	gollum	gopack	government.github.com	grit	grocer	guideguide-support	haacked.com	habari	hackerhours.org	hashie	heaven	hellogitworld	hinge	homebrew	homoiconic	hrt2	html-pipeline	html-proofer	http-request	httparty	hub	hubot	hubot-deploy	hubot-scripts	hyperloop	installfest	janky	jekyll	jekyll-auth	jglovier.github.io	jquery-pjax	json_builder	jsonp	jsos	learn.github.com	libchromiumcontent	libextobjc	libgit2	libgit2sharp	librarian-puppet	libssh	linguist	logging	magickly	make-me	many-branch-repo	markdown-preview	markup	mastahyeti.github.com	mathematical	maven-plugins	minitest-chef-handler	mongoid-locker	mongomapper	moonshine	msysgit	muan.github.com	mustache-rails	mygov	mysql2	nak	node-git	node-oniguruma	node-pathwatcher	node-sass	objective-c-conventions	objective-git	octokit	octokit.net	octokit.objc	octokit.rb	our-boxen	pages-gem	panino-docs	peek	plax	play	play-android	playground	pretzel	puppet-lint	puppet-nginx	puppet-ruby	pygments.rb	qu	raganwald.github.com	rails	rails-behaviors	ratchet	rbenv	rblineprof	recursiveuniverse.github.com	rspec-core	rspec-expectations	rspec-mocks	rspec-puppet	rspec-rails	rubinius	ruby	ruby-build	ruby.org.au	rugged	sales_engine_spec_harness	saywat	scribble	scriptular	scrolls	semver	settings-view	shareabouts	sheetsee.js	sinatra_auth_github	slash	splat	split	sprockets	sunspot	swordfish	swot	system	tabs	teach.github.com	teachers_pet	test	testing	text-buffer	todo	toml	tourist	toystore	training-kit	training-materials	training.github.com	tree-view	twui	useragent	vim-config	vim-mode	vim-vroom	vines	voze	warden-github	will_paginate	wishlist	word-to-markdown	wordpress-plugin-tests	xcconfigs	zensu	zepto
hellogitworld	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1785.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	4.0	0.0	0.0	5355.0	1785.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1785.0	0.0	0.0	0.0	1785.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1785.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	8.0	0.0	0.0	0.0	0.0	10.0	5355.0	0.0	0.0	0.0	0.0	0.0	130.0	0.0	0.0	0.0	0.0	210725.0	0.0	0.0	0.0	1789.0	0.0	0.0	0.0	0.0	8.0	0.0	1785.0	0.0	0.0	0.0	5360.0	0.0	0.0	0.0	1785.0	0.0	2.0	0.0	2.0	103540.0	0.0	24.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1802.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0	3570.0	15.0	1790.0	6.0	0.0	0.0	0.0	0.0	1785.0	0.0	0.0	0.0	0.0	0.0	212735.0	0.0	0.0	32.0	0.0	0.0	0.0	18028.0	0.0	0.0	0.0	0.0	0.0	5361.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8925.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3570.0	0.0	1785.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1785.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1785.0	0.0	0.0	0.0	0.0	0.0	0.0	1785.0	1785.0	0.0	0.0	1407825.0	22.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	303470.0	205335.0	489785.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hinge	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1599.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162636.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	318.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207.0	0.0	117.0	0.0	1908.0	0.0	0.0	0.0	1908.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3534.0	0.0	0.0	0.0	0.0	0.0	0.0	2544.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1272.0	0.0	0.0	37533.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	318.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	318.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homebrew	12918.0	406.0	30.0	0.0	0.0	0.0	1542.0	6.0	0.0	684.0	0.0	1.0	45.0	304.0	0.0	522.0	229.0	90.0	1256.0	81.0	486.0	0.0	0.0	49.0	18.0	0.0	0.0	0.0	0.0	23.0	229.0	1849.0	0.0	2.0	0.0	0.0	174.0	0.0	4452.0	0.0	58.0	5759.0	0.0	2078.0	363.0	0.0	526.0	4.0	0.0	0.0	782.0	5.0	227.0	0.0	2165.0	0.0	0.0	0.0	6.0	13.0	0.0	1554.0	0.0	0.0	0.0	0.0	120.0	7.0	12.0	0.0	1637.0	0.0	313.0	0.0	129.0	0.0	0.0	94.0	3296173.0	2227.0	410.0	43.0	98.0	0.0	0.0	10.0	1490.0	64457.0	17834.0	17773.0	0.0	64.0	0.0	50.0	52.0	0.0	0.0	0.0	1470.0	155.0	57397.0	437.0	0.0	730.0	9.0	657.0	0.0	74.0	143.0	53.0	58.0	4245.0	4265.0	177.0	16.0	3853.0	8.0	888.0	117.0	0.0	0.0	5.0	0.0	1960.0	2629.0	1230.0	0.0	9.0	0.0	4.0	0.0	7243.0	111.0	0.0	0.0	154863.0	1128.0	550.0	925.0	79.0	12.0	2027.0	61089.0	124.0	728.0	13357.0	27.0	1456.0	1491.0	97.0	0.0	39.0	729.0	174.0	102.0	0.0	5816.0	0.0	1155.0	314.0	0.0	7.0	494.0	0.0	9.0	0.0	2.0	1351.0	72.0	0.0	79.0	0.0	780.0	0.0	4.0	0.0	0.0	32.0	39.0	7920.0	3.0	205.0	197.0	69.0	94.0	56685.0	19734.0	20.0	0.0	17.0	33.0	15549.0	0.0	5446.0	0.0	2.0	0.0	1563.0	507.0	0.0	0.0	7470.0	1937.0	16.0	227355.0	10.0	0.0	271.0	81.0	74.0	2.0	0.0	561.0	962.0	48596.0	1302.0	877.0	0.0	0.0	0.0	0.0	24.0	0.0	10.0	0.0	3.0	619.0	8407.0	226.0	6816.0	6185.0	0.0	370.0	418.0	0.0	2.0	327.0	1344.0	2480.0	181.0	0.0	0.0	67.0	272.0	0.0	80.0	203.0	1065.0	7.0	36.0	1368.0	572.0	11469.0	450.0	0.0	1862.0	735.0	22348.0	0.0	83.0	0.0	15.0	0.0	113256.0
homoiconic	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	166725.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	125550.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	6.0	3.0	0.0	0.0	2.0	284850.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	165.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1350.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	677.0	0.0	0.0	0.0	1.0	4.0	1.0	5.0	38.0	0.0	0.0	40.0	2.0	364.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3375.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	438075.0	6075.0	0.0	0.0	0.0	0.0	113400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hrt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	248.0	0.0	1240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	248.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
html-pipeline	27.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	247.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	38.0	8.0	4.0	40.0	0.0	32.0	0.0	0.0	173.0	1028.0	7032.0	704.0	186.0	33.0	13230.0	265.0	111.0	0.0	1488.0	16.0	240.0	0.0	636.0	586.0	3930.0	1662.0	1980.0	12.0	285.0	0.0	1939.0	26.0	426.0	2432.0	4376.0	17.0	4109.0	0.0	1127.0	0.0	38041.0	4895.0	0.0	2.0	0.0	444.0	0.0	0.0	0.0	0.0	17.0	467.0	75.0	0.0	16058.0	633.0	21.0	0.0	257.0	0.0	1255.0	1756.0	2749.0	1963.0	0.0	22.0	713.0	332.0	150.0	1346.0	11026.0	39675.0	3349.0	150.0	0.0	0.0	0.0	78.0	3.0	0.0	0.0	346.0	4315.0	20.0	214.0	231.0	684.0	1.0	9.0	0.0	0.0	814.0	1460.0	402.0	1640.0	10295.0	8285.0	1254.0	1508.0	21717.0	5.0	2509.0	1667.0	0.0	3030.0	18.0	0.0	280.0	103813.0	6923.0	6.0	0.0	7243.0	677.0	0.0	0.0	3785.0	0.0	4.0	24618.0	5503.0	3144.0	1986.0	75.0	159.0	8379.0	2585.0	671.0	382.0	37907.0	190.0	208.0	426.0	15.0	5024.0	4.0	37699.0	746.0	1.0	0.0	35926.0	0.0	165.0	158.0	0.0	56.0	5623.0	438.0	2796.0	0.0	0.0	193.0	3305.0	0.0	1528.0	0.0	5778.0	812.0	2129.0	2140.0	431.0	0.0	0.0	0.0	64.0	0.0	6012.0	54.0	62.0	5227.0	1025.0	916.0	4257.0	196.0	997.0	538.0	0.0	24972.0	0.0	32.0	0.0	280.0	2524.0	504.0	649.0	9829.0	7386.0	46.0	13945.0	663.0	168.0	46.0	279.0	13.0	1.0	0.0	363.0	885.0	8545.0	0.0	8741.0	1494.0	0.0	0.0	0.0	500.0	0.0	10.0	0.0	10.0	3146.0	2402.0	0.0	0.0	43586.0	0.0	2251.0	171.0	0.0	1.0	774.0	201.0	1779.0	4811.0	2.0	0.0	157.0	0.0	12.0	9.0	29.0	291.0	1.0	312.0	9736.0	0.0	61.0	224.0	280.0	532.0	3973.0	3926.0	22.0	668.0	664.0	0.0	0.0	20007.0
html-proofer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	8224.0	56256.0	5632.0	0.0	1.0	305856.0	3697.0	2304.0	0.0	0.0	0.0	106.0	0.0	8904.0	0.0	31650.0	288.0	51840.0	0.0	608.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	11618.0	0.0	995904.0	128160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	127178.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	2439.0	16.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	636.0	0.0	19.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	288.0	14.0	0.0	14.0	0.0	14.0	25.0	0.0	0.0	0.0	64.0	20.0	58.0	864.0	140.0	346.0	8229.0	0.0	0.0	20748.0	0.0	3.0	0.0	128.0	0.0	3920.0	220.0	4.0	5.0	0.0	111.0	0.0	0.0	3785.0	0.0	0.0	0.0	70.0	292.0	1.0	272.0	0.0	0.0	292.0	23156.0	6569.0	0.0	0.0	0.0	2912.0	0.0	128.0	0.0	0.0	0.0	0.0	1.0	0.0	8480.0	0.0	2310.0	3.0	0.0	1454.0	72622.0	0.0	71712.0	0.0	0.0	2702.0	6.0	0.0	0.0	0.0	0.0	6496.0	0.0	55872.0	10080.0	0.0	0.0	0.0	0.0	0.0	1442.0	0.0	0.0	1170.0	116.0	7182.0	111456.0	1.0	0.0	7554.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	270.0	0.0	0.0	19.0	1.0	0.0	98.0	42.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	128.0	0.0	0.0	0.0	0.0	464.0	0.0	32.0	0.0	0.0	288.0	0.0	0.0	0.0	14.0	0.0	5.0	1120.0	0.0	0.0	2418.0	2685.0	0.0	125856.0	0.0	0.0	1.0	0.0	0.0	126.0	418.0	2877.0	14.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	32.0	0.0	576.0	5386.0	5312.0	0.0	0.0	0.0
http-request	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	648810.0	122472.0	0.0	0.0	427680.0	33534.0	0.0	0.0	0.0	0.0	32562.0	0.0	972.0	0.0	0.0	86022.0	0.0	486.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	486.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	972.0	55404.0	90396.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2916.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1458.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15066.0	0.0	0.0	0.0	1458.0	0.0	0.0	0.0	0.0	119070.0	0.0	0.0	0.0	139968.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5346.0	72414.0	92826.0	60264.0	0.0	0.0	0.0	972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15066.0	177390.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174960.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67554.0	0.0	0.0	0.0	0.0	27216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159408.0	0.0	0.0	0.0	4374.0	0.0	0.0	0.0	0.0	0.0	104976.0	0.0	0.0	0.0	0.0	0.0
httparty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1572.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	180011.0	183.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	105.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	786.0	0.0	0.0	213793.0	0.0	0.0	0.0	0.0	0.0	0.0	786.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6289.0	0.0	0.0	0.0	0.0	0.0	7861.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	788.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	3.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282174.0	0.0	0.0	0.0	0.0	0.0	707.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	787.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187854.0	0.0	15.0	0.0	0.0	0.0	786.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190212.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	786.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hub	3667.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	794.0	45.0	1320.0	1.0	0.0	0.0	7.0	59.0	0.0	3180.0	0.0	39.0	1836.0	0.0	7.0	42609.0	5538.0	372.0	2.0	2.0	0.0	1.0	129.0	1922.0	0.0	859.0	0.0	3.0	0.0	0.0	753.0	0.0	0.0	182.0	165.0	208.0	287.0	51.0	27.0	3.0	0.0	20231.0	0.0	117.0	0.0	260.0	0.0	0.0	46.0	16189.0	3011.0	0.0	14.0	0.0	0.0	0.0	1.0	298.0	1565881.0	442077.0	280.0	0.0	0.0	1760.0	26.0	36.0	0.0	0.0	0.0	20291.0	1856.0	27997.0	2030.0	0.0	6.0	41.0	0.0	1.0	1860.0	29.0	2110.0	23.0	12077.0	1567.0	272.0	3.0	107.0	934.0	558.0	101.0	783.0	0.0	15.0	80.0	1400.0	9.0	2.0	3570.0	0.0	154863.0	1.0	0.0	24618.0	70.0	0.0	0.0	0.0	46.0	2.0	208.0	0.0	159.0	2638.0	17123.0	1847.0	391.0	195628.0	15.0	1040.0	3.0	239.0	0.0	0.0	4753.0	65.0	0.0	0.0	21429.0	0.0	825.0	465.0	0.0	5.0	267.0	0.0	3.0	0.0	4830.0	965.0	9.0	0.0	10.0	0.0	162.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	51.0	9394.0	87.0	50.0	7376.0	78.0	30.0	0.0	0.0	2.0	9.0	0.0	17116.0	0.0	0.0	0.0	3.0	5577.0	0.0	0.0	55870.0	24024.0	263.0	1908179.0	3.0	0.0	6989.0	819.0	3396.0	3.0	3879.0	11059.0	2.0	1202456.0	0.0	432.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0	49.0	0.0	0.0	0.0	8515.0	1563.0	93.0	252.0	39.0	1.0	1722.0	955.0	8040.0	0.0	0.0	0.0	2.0	0.0	0.0	421.0	375.0	876.0	5.0	27.0	269.0	0.0	7.0	732.0	0.0	0.0	46.0	553566.0	0.0	1838.0	0.0	0.0	0.0	2804493.0
hubot	2.0	276.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	8.0	0.0	40.0	0.0	0.0	0.0	217.0	11.0	154.0	35.0	0.0	518.0	394.0	28.0	0.0	0.0	0.0	0.0	0.0	1614.0	1070.0	1.0	22.0	7.0	1302.0	4.0	63.0	2.0	0.0	586.0	12.0	14.0	180.0	0.0	14.0	0.0	331.0	4.0	2.0	2128.0	80584.0	565.0	323.0	0.0	823.0	0.0	3458.0	445.0	0.0	2.0	0.0	0.0	182.0	165.0	208.0	287.0	17.0	0.0	2.0	0.0	29522.0	0.0	13.0	0.0	21.0	0.0	0.0	5723.0	2013.0	824.0	0.0	10.0	0.0	0.0	1401.0	2.0	0.0	1312.0	0.0	1351.0	1.0	0.0	0.0	1089.0	42.0	0.0	0.0	0.0	48.0	12.0	7.0	647.0	0.0	4.0	1508.0	0.0	0.0	54.0	22.0	0.0	40.0	177100.0	5076.0	999.0	33.0	394109.0	40.0	3127.0	324.0	2363.0	0.0	661.0	0.0	0.0	1.0	128622.0	15.0	0.0	1128.0	4.0	248.0	5503.0	292.0	0.0	788.0	46.0	0.0	57517.0	1351702.0	78.0	0.0	56503.0	147.0	19.0	728.0	54.0	0.0	0.0	9.0	192.0	4396.0	0.0	710.0	833.0	1.0	1086.0	4201.0	0.0	0.0	170.0	0.0	5.0	1422.0	438.0	250.0	0.0	0.0	0.0	386.0	229756.0	1369.0	0.0	56.0	0.0	0.0	194.0	39.0	0.0	0.0	2.0	104.0	48.0	333.0	1130.0	0.0	3956.0	190.0	320.0	387.0	3247.0	2.0	11480.0	0.0	44.0	0.0	28.0	855.0	15.0	1428.0	239.0	0.0	4354.0	0.0	13.0	9.0	434.0	0.0	4365.0	1836.0	4689.0	1.0	11637.0	83.0	0.0	21.0	0.0	213.0	0.0	0.0	0.0	1519.0	5.0	435.0	0.0	0.0	2364.0	58184.0	0.0	0.0	0.0	4.0	4689.0	154.0	68.0	0.0	2.0	779.0	22.0	4.0	437.0	0.0	0.0	62.0	0.0	263.0	15.0	36.0	451.0	0.0	263.0	0.0	0.0	7865.0	404.0	25.0	0.0	73348.0	0.0	2.0	8.0	0.0	16.0	0.0	0.0
